COG20_FUNCTION,enrichment_score,unadjusted_p_value,adjusted_q_value,associated_groups,accession,gene_clusters_ids,p_Other,p_Sourdough,N_Other,N_Sourdough
"5-methylthioribose/5-deoxyribulose 1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit (MtnA) (PDB:1T5O) (PUBMED:31950558)",0,1,1,NA,COG0182,GC_00000691,1,1,32,29
"Uncharacterized conserved protein, DUF465 domain",0,1,1,NA,COG5481,"GC_00000254, GC_00001262",1,1,32,29
Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ),0,1,1,NA,COG0629,"GC_00000019, GC_00005054, GC_00007191",1,1,32,29
Small-conductance mechanosensitive channel (MscS) (PDB:2OAU),0,1,1,NA,COG0668,"GC_00001237, GC_00001844, GC_00003470, GC_00004118, GC_00004200",1,1,32,29
S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase) (QueA) (PDB:1VKY),0,1,1,NA,COG0809,GC_00000652,1,1,32,29
3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase (CysQ),0,1,1,NA,COG1218,GC_00000585,1,1,32,29
NAD-dependent DNA ligase (Lig) (PDB:5TT5),0,1,1,NA,COG0272,GC_00000213,1,1,32,29
Predicted Na+-dependent transporter YfeH (YfeH) (PDB:4N7X) (PUBMED:21175741),0,1,1,NA,COG0385,"GC_00000037, GC_00002055",1,1,32,29
"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)",0,1,1,NA,COG0251,"GC_00000069, GC_00000369, GC_00000431, GC_00001678, GC_00002270, GC_00002558, GC_00003286, GC_00003495, GC_00004422, GC_00004961, GC_00006421, GC_00007255, GC_00007349, GC_00008465, GC_00009485, GC_00009965",1,1,32,29
Phosphomannomutase (ManB) (PDB:6MNV),0,1,1,NA,COG1109,"GC_00000547, GC_00001339, GC_00002422",1,1,32,29
Ribosomal protein L31 (RpmE) (PDB:1VS6),0,1,1,NA,COG0254,GC_00000273,1,1,32,29
Spermidine synthase (polyamine aminopropyltransferase) (SpeE) (PDB:6BQ2),0,1,1,NA,COG0421,GC_00000481,1,1,32,29
Protein translocase subunit YajC (YajC),0,1,1,NA,COG1862,GC_00000391,1,1,32,29
3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase (KdsA) (PDB:1G7U),0,1,1,NA,COG2877,GC_00000689,1,1,32,29
Ribosomal protein S18 (RpsR) (PDB:4V4H),0,1,1,NA,COG0238,GC_00000228,1,1,32,29
DNA segregation ATPase FtsK/SpoIIIE or related protein (FtsK) (PDB:2IUT),0,1,1,NA,COG1674,GC_00000123,1,1,32,29
Ubiquinone biosynthesis protein COQ9,0,1,1,NA,COG5590,"GC_00001298, GC_00001567, GC_00004192, GC_00006355, GC_00009281",1,1,32,29
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3),0,1,1,NA,COG0225,GC_00000565,1,1,32,29
Ribosomal protein L21 (RplU) (PDB:1VS6),0,1,1,NA,COG0261,GC_00000227,1,1,32,29
Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET),0,1,1,NA,COG0111,"GC_00000437, GC_00001846, GC_00001920, GC_00002303, GC_00004979, GC_00005807, GC_00006116, GC_00008207, GC_00008245",1,1,32,29
Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22),0,1,1,NA,COG0140,"GC_00000134, GC_00001451, GC_00008327",1,1,32,29
Imidazole glycerol phosphate synthase subunit HisF (HisF) (PDB:1OX4),0,1,1,NA,COG0107,GC_00000345,1,1,32,29
Predicted kinase (PDB:4GP6),0,1,1,NA,COG4639,"GC_00000139, GC_00006987",1,1,32,29
Cobalamin biosynthesis cobaltochelatase CobT subunit (CobT2),0,1,1,NA,COG4547,GC_00000712,1,1,32,29
1-deoxy-D-xylulose 5-phosphate reductoisomerase (Dxr) (PDB:1JVS),0,1,1,NA,COG0743,GC_00000611,1,1,32,29
"C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)",0,1,1,NA,COG0793,"GC_00000456, GC_00001691, GC_00003175, GC_00004037, GC_00004857, GC_00005471, GC_00007409, GC_00007840, GC_00008692, GC_00009060, GC_00010671",1,1,32,29
"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)",0,1,1,NA,COG0784,"GC_00000173, GC_00001748, GC_00003802, GC_00004049",1,1,32,29
"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)",0,1,1,NA,COG0537,"GC_00000498, GC_00002271, GC_00005088",1,1,32,29
tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU),0,1,1,NA,COG0009,GC_00000724,1,1,32,29
Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511),0,1,1,NA,COG0193,GC_00000336,1,1,32,29
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ),0,1,1,NA,COG0463,"GC_00000826, GC_00000921, GC_00001683, GC_00001994, GC_00002041, GC_00002353, GC_00002395, GC_00002577, GC_00003104, GC_00003635, GC_00004156, GC_00004255, GC_00004454, GC_00004583, GC_00004884, GC_00005027, GC_00005346, GC_00005366, GC_00005401, GC_00005515, GC_00005801, GC_00005992, GC_00005993, GC_00007640, GC_00007690, GC_00007926, GC_00008292, GC_00008356, GC_00008501, GC_00008526, GC_00008706, GC_00009092, GC_00009353, GC_00010075, GC_00010076, GC_00010707, GC_00010983, GC_00011104, GC_00011471, GC_00011647",1,1,32,29
Broad specificity phosphatase PhoE (PhoE) (PDB:1EBB),0,1,1,NA,COG0406,"GC_00000529, GC_00000839, GC_00001367, GC_00001581, GC_00003212, GC_00004518, GC_00005152, GC_00006658, GC_00007301, GC_00008116, GC_00008522, GC_00010837",1,1,32,29
"Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)",0,1,1,NA,COG0346,"GC_00000117, GC_00000242, GC_00000343, GC_00001141, GC_00002952, GC_00002977, GC_00004840, GC_00005766, GC_00005978, GC_00007674, GC_00009963, GC_00011549",1,1,32,29
"L-lactate utilization protein LutC, contains LUD domain (LutC) (PDB:2G40)",0,1,1,NA,COG1556,"GC_00001397, GC_00002904",1,1,32,29
Exopolyphosphatase/pppGpp-phosphohydrolase (GppA) (PDB:1T6C),0,1,1,NA,COG0248,"GC_00000663, GC_00001556, GC_00004119, GC_00005895",1,1,32,29
Septum formation topological specificity factor MinE (MinE) (PDB:1EV0),0,1,1,NA,COG0851,GC_00000386,1,1,32,29
Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M),0,1,1,NA,COG0669,"GC_00001091, GC_00003789",1,1,32,29
ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO),0,1,1,NA,COG1192,"GC_00000174, GC_00002473, GC_00003251, GC_00003463, GC_00003479, GC_00005555, GC_00005871, GC_00005901, GC_00005961, GC_00006152, GC_00006290, GC_00006672, GC_00006719, GC_00007351, GC_00007555, GC_00008317, GC_00009174, GC_00009486, GC_00009499, GC_00009576, GC_00009843, GC_00010013, GC_00010267",1,1,32,29
"Uncharacterized conserved protein YbjN, helps stabilize unstable proteins (YbjN) (PUBMED:16701556)",0,1,1,NA,COG5465,GC_00000317,1,1,32,29
"Aromatic ring-opening dioxygenase, catalytic subunit, LigB family (LigB) (PDB:2PW6) (PUBMED:23258706)",0,1,1,NA,COG3384,GC_00000720,1,1,32,29
tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR),0,1,1,NA,COG0617,"GC_00001334, GC_00003918, GC_00006665",1,1,32,29
Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33),0,1,1,NA,COG0443,"GC_00000357, GC_00000966",1,1,32,29
Glutamate 5-kinase (ProB) (PDB:2W21),0,1,1,NA,COG0263,GC_00000563,1,1,32,29
Threonine deaminase (IlvA) (PDB:3IAU),0,1,1,NA,COG1171,"GC_00000112, GC_00002148, GC_00006163, GC_00006810, GC_00010712",1,1,32,29
Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038),0,1,1,NA,COG0312,"GC_00000670, GC_00000879, GC_00007799, GC_00008263",1,1,32,29
Biotin synthase or related enzyme (BioB) (PDB:1R30),0,1,1,NA,COG0502,GC_00000157,1,1,32,29
"Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family (DedA) (PUBMED:24312110;25917916)",0,1,1,NA,COG0586,"GC_00000023, GC_00001038, GC_00003747",1,1,32,29
Ribosomal protein L1 (RplA) (PDB:3J65),0,1,1,NA,COG0081,GC_00000351,1,1,32,29
ATP phosphoribosyltransferase (HisG) (PDB:1H3D),0,1,1,NA,COG0040,GC_00000353,1,1,32,29
Ribosomal protein L11 methylase PrmA (PrmA) (PDB:3GRZ),0,1,1,NA,COG2264,GC_00000564,1,1,32,29
Rieske Fe-S protein (QcrA/PetC) (PDB:5CXM) (PUBMED:27663073),0,1,1,NA,COG0723,"GC_00001112, GC_00004499",1,1,32,29
7-cyano-7-deazaguanine synthase (queuosine biosynthesis) (QueC) (PDB:2PG3) (PUBMED:14660578;17384645),0,1,1,NA,COG0603,"GC_00000193, GC_00007687, GC_00009678",1,1,32,29
Acetyl-CoA carboxylase alpha subunit (AccA) (PDB:2F9I),0,1,1,NA,COG0825,"GC_00000378, GC_00007711",1,1,32,29
"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)",0,1,1,NA,COG0745,"GC_00000179, GC_00000289, GC_00000294, GC_00000337, GC_00000344, GC_00000427, GC_00000808, GC_00001080, GC_00002109, GC_00002339, GC_00002649, GC_00002653, GC_00003817, GC_00005166, GC_00005571, GC_00005831, GC_00006374, GC_00010274, GC_00011210",1,1,32,29
Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP),0,1,1,NA,COG1488,GC_00000474,1,1,32,29
"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)",0,1,1,NA,COG0322,GC_00000601,1,1,32,29
Ribosomal protein L3 (RplC) (PDB:1VS6),0,1,1,NA,COG0087,GC_00000258,1,1,32,29
Cytochrome c peroxidase (MauG) (PDB:1EB7),0,1,1,NA,COG1858,"GC_00000108, GC_00002006, GC_00002444, GC_00004320, GC_00011642",1,1,32,29
Glutamyl- or glutaminyl-tRNA synthetase (GlnS) (PDB:1EUQ),0,1,1,NA,COG0008,"GC_00000515, GC_00000624, GC_00001016, GC_00004524",1,1,32,29
"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)",0,1,1,NA,COG0568,"GC_00000154, GC_00000328",1,1,32,29
3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),0,1,1,NA,COG1074,"GC_00001174, GC_00003549, GC_00010192",1,1,32,29
AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),0,1,1,NA,COG2207,"GC_00001888, GC_00002124, GC_00002633, GC_00002835, GC_00003059, GC_00003204, GC_00003221, GC_00003320, GC_00004178, GC_00004290, GC_00004311, GC_00004506, GC_00004577, GC_00006697, GC_00006841, GC_00006965, GC_00007503, GC_00007609, GC_00007829, GC_00008673, GC_00009017, GC_00009752, GC_00010452, GC_00010812, GC_00011106",1,1,32,29
"Cell division protein ZapA, inhibits GTPase activity of FtsZ (ZapA) (PDB:1T3U)",0,1,1,NA,COG3027,"GC_00001067, GC_00003733",1,1,32,29
"Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)",0,1,1,NA,COG1327,GC_00000335,1,1,32,29
"Periplasmic chaperone for outer membrane proteins, Skp family (HlpA) (PDB:1SG2)",0,1,1,NA,COG2825,"GC_00001095, GC_00003935",1,1,32,29
"Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)",0,1,1,NA,COG0050,GC_00000484,1,1,32,29
"Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family (CysN) (PDB:1ZUN)",0,1,1,NA,COG0529!!!COG2895,GC_00000608,1,1,32,29
Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),0,1,1,NA,COG0776,"GC_00000087, GC_00000748, GC_00000753, GC_00000755, GC_00003131, GC_00003531, GC_00007363",1,1,32,29
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2),0,1,1,NA,COG0624,"GC_00000619, GC_00001018, GC_00001035, GC_00001617, GC_00002290, GC_00002982, GC_00005337, GC_00006305, GC_00006543, GC_00006955, GC_00007011, GC_00008030, GC_00010178, GC_00010420",1,1,32,29
Enolase-phosphatase E1 involved in merthionine salvage (Utr4) (PDB:2G80),0,1,1,NA,COG4229,GC_00000631,1,1,32,29
"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)",0,1,1,NA,COG2227,"GC_00000692, GC_00001150, GC_00002365, GC_00004801, GC_00006092, GC_00007061, GC_00009154",1,1,32,29
Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94),0,1,1,NA,COG0316,"GC_00000812, GC_00000819, GC_00009839",1,1,32,29
Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),0,1,1,NA,COG0697,"GC_00000063, GC_00001492, GC_00001867, GC_00002143, GC_00002195, GC_00002539, GC_00003083, GC_00003612, GC_00003960, GC_00003961, GC_00005094, GC_00005734, GC_00005832, GC_00007834, GC_00008664, GC_00010774, GC_00010828, GC_00011363, GC_00011414, GC_00011437",1,1,32,29
Preprotein translocase subunit SecY (SecY) (PDB:1RH5),0,1,1,NA,COG0201,GC_00000312,1,1,32,29
Phosphoribosylaminoimidazole-succinocarboxamide synthase (PurC) (PDB:1A48),0,1,1,NA,COG0152,GC_00000155,1,1,32,29
Ribosomal protein L22 (RplV) (PDB:1VS6),0,1,1,NA,COG0091,GC_00000237,1,1,32,29
dCTP deaminase (Dcd) (PDB:1XS1),0,1,1,NA,COG0717,GC_00000244,1,1,32,29
Prephenate dehydratase (PheA2) (PDB:1PHZ),0,1,1,NA,COG0077,GC_00000177,1,1,32,29
"Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)",0,1,1,NA,COG1741,"GC_00001716, GC_00001755, GC_00001836, GC_00004410, GC_00008259, GC_00010993",1,1,32,29
Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,1,1,NA,COG0178,"GC_00000181, GC_00000946, GC_00008736",1,1,32,29
Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),0,1,1,NA,COG0210,"GC_00000704, GC_00001968, GC_00002156, GC_00002327, GC_00002404, GC_00007530, GC_00007657, GC_00008228, GC_00009695, GC_00010424, GC_00011734",1,1,32,29
Creatinine amidohydrolase/Fe(II)-dependent FAPy formamide hydrolase (riboflavin and F420 biosynthesis) (ArfB) (PDB:1J2T),0,1,1,NA,COG1402,"GC_00000632, GC_00001917, GC_00008220",1,1,32,29
"Coproporphyrinogen-III oxidase HemH, oxygen-dependent (HemF) (PDB:3E8J)",0,1,1,NA,COG0408,GC_00000609,1,1,32,29
Short-chain dehydrogenase (YqjQ),0,1,1,NA,COG0300,"GC_00001147, GC_00001303, GC_00001345, GC_00001934, GC_00002095, GC_00003068, GC_00004044, GC_00004300, GC_00004450, GC_00004677, GC_00004742, GC_00006477, GC_00007018, GC_00007389, GC_00007598, GC_00007942, GC_00008234, GC_00010511, GC_00010994",1,1,32,29
Glucose-6-phosphate isomerase (Pgi) (PDB:1B0Z)!!!Transaldolase/fructose-6-phosphate aldolase (TalA) (PDB:1F05),0,1,1,NA,COG0166!!!COG0176,GC_00000195,1,1,32,29
WD40 repeat (WD40) (PDB:3UVN),0,1,1,NA,COG2319,"GC_00000671, GC_00010859",1,1,32,29
Molybdopterin synthase catalytic subunit MoaE (MoaE) (PDB:1FM0) (PUBMED:32239579),0,1,1,NA,COG0314,"GC_00001126, GC_00002963",1,1,32,29
"Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)",0,1,1,NA,COG0532,GC_00000412,1,1,32,29
Biotin carboxylase (AccC) (PDB:1BNC),0,1,1,NA,COG0439,"GC_00000027, GC_00007727",1,1,32,29
4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH (IspH) (PDB:3DNF),0,1,1,NA,COG0761,GC_00000422,1,1,32,29
Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD),0,1,1,NA,COG0652,"GC_00000326, GC_00008323",1,1,32,29
Phosphatidylserine synthase (PssA),0,1,1,NA,COG1183,GC_00000121,1,1,32,29
Copper chaperone CopZ (CopZ) (PDB:1AFI),0,1,1,NA,COG2608,"GC_00001356, GC_00001876, GC_00008716, GC_00008717",1,1,32,29
Trehalose-6-phosphate phosphatase (OtsB) (PDB:1U02),0,1,1,NA,COG1877,GC_00000559,1,1,32,29
Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module (PasT) (PDB:1T17) (PUBMED:21323758),0,1,1,NA,COG2867,GC_00000334,1,1,32,29
Ribosomal protein L17 (RplQ) (PDB:1GD8),0,1,1,NA,COG0203,GC_00000248,1,1,32,29
"Uncharacterized conserved protein YidB, DUF937 family (YidB) (PDB:1Z67)",0,1,1,NA,COG3753,"GC_00001311, GC_00001532, GC_00003886, GC_00004337, GC_00006872, GC_00007288, GC_00009608",1,1,32,29
"ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)!!!ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)",0,1,1,NA,COG0765!!!COG0834,"GC_00000587, GC_00001780",1,1,32,29
Isoleucyl-tRNA synthetase (IleS) (PDB:1FFY),0,1,1,NA,COG0060,GC_00000706,1,1,32,29
Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U),0,1,1,NA,COG0402,"GC_00000731, GC_00001753, GC_00002637, GC_00004569, GC_00004967, GC_00006967, GC_00008556, GC_00008789, GC_00010500",1,1,32,29
"Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain (NifU) (PDB:2Z51)",0,1,1,NA,COG0694,GC_00000159,1,1,32,29
Ketol-acid reductoisomerase (IlvC) (PDB:1NP3),0,1,1,NA,COG0059,GC_00000339,1,1,32,29
Lipid A disaccharide synthetase (LpxB) (PDB:5W8N),0,1,1,NA,COG0763,GC_00000488,1,1,32,29
"DNA gyrase/topoisomerase IV, subunit B (GyrB) (PDB:1EI1)",0,1,1,NA,COG0187,"GC_00000190, GC_00000520",1,1,32,29
Thymidylate kinase (Tmk) (PDB:3LV8),0,1,1,NA,COG0125,"GC_00000673, GC_00002531, GC_00002692, GC_00010744",1,1,32,29
"Uncharacterized conserved protein, DUF2147 family (PDB:4INN)",0,1,1,NA,COG4731,"GC_00001079, GC_00003752, GC_00003926",1,1,32,29
"Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family (YejR) (PDB:1NIJ) (PUBMED:19822009;31132310)",0,1,1,NA,COG0523,"GC_00000501, GC_00001013, GC_00001364, GC_00003519",1,1,32,29
Methionyl-tRNA formyltransferase (Fmt) (PDB:1FMT),0,1,1,NA,COG0223,"GC_00000645, GC_00002250, GC_00004028, GC_00005844, GC_00009688",1,1,32,29
Phosphoribosyl-AMP cyclohydrolase (HisI1) (PDB:1ZPS),0,1,1,NA,COG0139,"GC_00000555, GC_00003513",1,1,32,29
"Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family (Ycf19)",0,1,1,NA,COG0762,"GC_00001357, GC_00003985, GC_00006938",1,1,32,29
"ABC-type phosphate transport system, permease component (PstA)",0,1,1,NA,COG0581,GC_00000152,1,1,32,29
"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)",0,1,1,NA,COG3000,"GC_00000789, GC_00003140, GC_00006408, GC_00007960, GC_00009676",1,1,32,29
Ribosomal protein S20 (RpsT) (PDB:4V4H),0,1,1,NA,COG0268,GC_00000238,1,1,32,29
Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF),0,1,1,NA,COG0057,GC_00000062,1,1,32,29
3-dehydroquinate dehydratase (AroQ) (PDB:1D0I),0,1,1,NA,COG0757,GC_00000231,1,1,32,29
"Predicted RNA-binding protein, contains EVE domain (EVE) (PDB:1ZCE) (PUBMED:32652237)",0,1,1,NA,COG2947,GC_00000581,1,1,32,29
Protein translocase subunit SecG (SecG) (PDB:2AKH),0,1,1,NA,COG1314,GC_00000419,1,1,32,29
Ribosomal protein L11 (RplK) (PDB:2E34),0,1,1,NA,COG0080,GC_00000268,1,1,32,29
Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225),0,1,1,NA,COG0372,"GC_00000393, GC_00001415",1,1,32,29
L-2-hydroxyglutarate oxidase LhgO (LhgO) (PDB:3DME),0,1,1,NA,COG0579,"GC_00000649, GC_00011157",1,1,32,29
"DNA gyrase/topoisomerase IV, subunit A (GyrA) (PDB:1SUU)",0,1,1,NA,COG0188,"GC_00000682, GC_00000737",1,1,32,29
Ribosomal protein L33 (RpmG) (PDB:1VS6),0,1,1,NA,COG0267,GC_00000219,1,1,32,29
Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases (Cfa) (PDB:5Z9O),0,1,1,NA,COG2230,"GC_00000656, GC_00002281, GC_00008530",1,1,32,29
"L-lactate utilization protein LutB, contains a ferredoxin-type domain (LutB)",0,1,1,NA,COG1139,GC_00000149,1,1,32,29
ATP-dependent Clp protease adapter protein ClpS (ClpS) (PDB:1LZW),0,1,1,NA,COG2127,GC_00000316,1,1,32,29
Inorganic pyrophosphatase (Ppa) (PDB:117E),0,1,1,NA,COG0221,GC_00000471,1,1,32,29
Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR),0,1,1,NA,COG0815,"GC_00001514, GC_00004244, GC_00005828",1,1,32,29
NhaP-type Na+/H+ or K+/H+ antiporter (NhaP) (PDB:4CZB)!!!cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),0,1,1,NA,COG0025!!!COG0664,GC_00000579,1,1,32,29
Cysteinyl-tRNA synthetase (CysS) (PDB:1LI5),0,1,1,NA,COG0215,"GC_00000594, GC_00007393",1,1,32,29
Deoxyribodipyrimidine photolyase (PhrB) (PDB:1TEZ),0,1,1,NA,COG0415,"GC_00001714, GC_00002748, GC_00004292",1,1,32,29
Organic radical activating enzyme NrdG/QueE (QueE) (PUBMED:14660578;17384645),0,1,1,NA,COG0602,GC_00000685,1,1,32,29
Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR),0,1,1,NA,COG0462,GC_00000292,1,1,32,29
Ribosomal protein L7/L12 (RplL) (PDB:1CTF),0,1,1,NA,COG0222,GC_00000327,1,1,32,29
"Exonuclease VII, large subunit (XseA)",0,1,1,NA,COG1570,"GC_00000196, GC_00004191",1,1,32,29
Glutaredoxin (GrxC) (PDB:1AAZ),0,1,1,NA,COG0695,"GC_00000444, GC_00001471, GC_00003770",1,1,32,29
Uncharacterized conserved protein,0,1,1,NA,COG5375,"GC_00000436, GC_00002111, GC_00002227, GC_00002877, GC_00003310, GC_00004760, GC_00004984, GC_00006127, GC_00006269, GC_00006272, GC_00006276, GC_00006579, GC_00006729, GC_00007966, GC_00008343, GC_00009899, GC_00010387, GC_00010807, GC_00011247",1,1,32,29
Chorismate synthase (AroC) (PDB:1Q1L),0,1,1,NA,COG0082,GC_00000530,1,1,32,29
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),0,1,1,NA,COG1012,"GC_00000008, GC_00000976, GC_00001374, GC_00001817, GC_00001841, GC_00002001, GC_00002147, GC_00002385, GC_00002461, GC_00002467, GC_00002636, GC_00002878, GC_00003063, GC_00003659, GC_00003823, GC_00005724, GC_00005796, GC_00006002, GC_00006796, GC_00007968, GC_00008761, GC_00010635",1,1,32,29
Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71),0,1,1,NA,COG1062,GC_00000024,1,1,32,29
"Small heat shock protein IbpA, HSP20 family (IbpA) (PDB:1GME)",0,1,1,NA,COG0071,"GC_00000424, GC_00000973, GC_00002093, GC_00002207",1,1,32,29
Cell division protein FtsB (FtsB) (PDB:4IFF),0,1,1,NA,COG2919,GC_00000346,1,1,32,29
"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)",0,1,1,NA,COG0247,"GC_00000128, GC_00003414, GC_00007033",1,1,32,29
Glucose-6-phosphate 1-dehydrogenase (Zwf) (PDB:5B7W) (PUBMED:18950999),0,1,1,NA,COG0364,"GC_00000454, GC_00002191",1,1,32,29
PepSY-associated TM region (PiuB) (PUBMED:15124630),0,1,1,NA,COG3182,"GC_00001824, GC_00002139, GC_00002144, GC_00002319, GC_00002452, GC_00003033, GC_00003203, GC_00003216, GC_00004442, GC_00004517, GC_00004798, GC_00004844, GC_00004904, GC_00005156, GC_00005584, GC_00007970, GC_00008013, GC_00008830, GC_00009033, GC_00010226, GC_00011196, GC_00011209, GC_00011559",1,1,32,29
"UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family (MurC)",0,1,1,NA,COG0773,GC_00000365,1,1,32,29
Transcriptional regulator of heat shock response (HrcA) (PDB:1STZ),0,1,1,NA,COG1420,GC_00000269,1,1,32,29
"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",0,1,1,NA,COG1396,"GC_00001628, GC_00001648, GC_00002251, GC_00002401, GC_00002657, GC_00003250, GC_00003386, GC_00003436, GC_00003762, GC_00004391, GC_00004430, GC_00004769, GC_00004878, GC_00004982, GC_00005723, GC_00005933, GC_00006347, GC_00006498, GC_00006690, GC_00006844, GC_00006851, GC_00006981, GC_00007101, GC_00007145, GC_00007431, GC_00007619, GC_00007721, GC_00007865, GC_00008873, GC_00009230, GC_00009536, GC_00010942, GC_00011339",1,1,32,29
"Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)",0,1,1,NA,COG2334,"GC_00000453, GC_00001820, GC_00003181, GC_00004194, GC_00005945, GC_00007784, GC_00008845, GC_00010863",1,1,32,29
